360,3,0.2334
358,6,0.0026
356,28,0.0004
354,15,0.0011
352,14,0.0051
350,1,0.9714
348,1,0.9922
346,1,0.9898
344,1,0.2814
342,1,0.8087000000000001
340,3,0.0728
338,6,0.033
336,2,0.40700000000000003
334,25,0.0002
332,1,0.5172
330,1,0.9428
328,23,0.0002
326,6,0.0297
324,28,0.0002
322,7,0.0438
320,27,0.0004
318,8,0.008199999999999999
316,1,0.5204
314,4,0.060899999999999996
312,7,0.0441
310,21,0.0017000000000000001
308,4,0.08410000000000001
306,2,0.1293
304,14,0.004
302,9,0.036000000000000004
300,1,0.2236
298,10,0.032
296,1,0.1329
294,4,0.1061
292,7,0.0506
290,1,0.9732
288,6,0.03
286,6,0.0518
284,4,0.064
282,8,0.028999999999999998
280,6,0.0383
278,20,0.005600000000000001
276,3,0.1696
274,2,0.3148
272,8,0.0161
270,1,0.3196
268,17,0.0001
266,1,0.39590000000000003
264,1,0.6476000000000001
262,10,0.024399999999999998
260,14,0.0021
258,17,0.0021
256,3,0.1893
254,1,0.6822
252,1,0.912
250,37,0.0002
248,1,0.8254
246,9,0.0308
244,4,0.0541
242,3,0.0768
240,12,0.0034000000000000002
238,18,0.0021
236,13,0.0067
234,15,0.0048
232,8,0.0159
230,5,0.038599999999999995
228,12,0.0037
226,1,0.6617000000000001
224,2,0.1974
222,3,0.1449
220,9,0.0199
218,1,0.8270000000000001
216,22,0.0033
214,3,0.08650000000000001
212,5,0.0393
210,1,0.6670999999999999
208,6,0.0023
206,14,0.0206
204,9,0.0275
202,2,0.3147
200,3,0.0375
198,25,0.0004
196,2,0.13269999999999998
194,6,0.0496
192,17,0.0049
190,12,0.0171
188,1,0.8406
186,3,0.11689999999999999
184,4,0.0915
182,1,0.6561
180,4,0.0762
178,6,0.031
176,5,0.0397
174,1,0.645
172,3,0.11810000000000001
170,5,0.0414
168,4,0.047400000000000005
166,3,0.0953
164,7,0.0265
162,1,0.1377
160,2,0.10039999999999999
158,5,0.12240000000000001
156,1,0.5977
154,1,0.2821
152,1,0.2206
