360,12,0.056100000000000004
358,1,0.20989999999999998
356,1,0.337
354,1,0.8495999999999999
352,7,0.005600000000000001
350,10,0.0011
348,1,0.5305
346,3,0.038
344,2,0.23309999999999997
342,14,0.0006
340,1,0.9658
338,2,0.36950000000000005
336,8,0.012199999999999999
334,7,0.0265
332,1,0.7295
330,1,0.5402
328,9,0.0016
326,1,0.8776999999999999
324,1,0.8604
322,3,0.0434
320,34,0
318,1,0.3993
316,3,0.159
314,1,0.5681
312,2,0.19640000000000002
310,1,0.9148999999999999
308,1,0.5841
306,6,0.0139
304,1,0.7561
302,1,0.5831000000000001
300,1,0.626
298,2,0.198
296,3,0.183
294,2,0.1524
292,9,0.0016
290,1,0.49570000000000003
288,1,0.3453
286,5,0.0298
284,5,0.057800000000000004
282,1,0.7706999999999999
280,116,0
278,34,0.0004
276,76,0.0001
274,232,0
272,1,0.5633
270,14,0.0183
268,54,0.0004
266,1,0.2953
264,1,0.5617
262,14,0.0152
260,1,0.4424
258,1,0.3143
256,1,0.6158
254,31,0.0016
252,21,0.0074
250,98,0.0004
248,2,0.1655
246,3,0.0862
244,1,0.35
242,18,0.0154
240,1,0.24760000000000001
238,18,0.0098
236,5,0.06269999999999999
234,2,0.1243
232,2,0.1009
230,1,0.1837
228,1,0.31829999999999997
226,23,0.0079
224,4,0.045599999999999995
222,10,0.0241
220,16,0.0154
218,28,0.006999999999999999
216,1,0.1388
214,10,0.0218
212,26,0.0067
210,4,0.08410000000000001
208,6,0.0576
206,40,0.003
204,25,0.0092
202,1,0.22010000000000002
200,1,0.3616
198,1,0.4018
196,1,0.5111
194,1,0.4604
192,1,0.3701
190,1,0.3066
188,1,0.40380000000000005
186,7,0.0665
184,37,0.0012
182,1,0.1772
180,196,0
178,1,0.40869999999999995
176,19,0.0054
174,14,0.015
172,30,0.0048
170,10,0.013500000000000002
168,44,0.0013
166,1,0.4424
164,2,0.14550000000000002
162,1,0.2576
160,11,0.018000000000000002
158,4,0.0467
156,1,0.36840000000000006
154,2,0.1573
152,10,0.0278
150,5,0.0404
148,8,0.0416
146,28,0.002
144,1,0.2643
142,1,0.29469999999999996
140,10,0.0345
138,29,0.0076
136,2,0.0764
134,49,0.0021
132,17,0.0165
130,1,0.24530000000000002
128,2,0.0596
126,30,0.0063
